,EXTRAVERSION,AGREEABLENESS,CONSCIENTIOUSNESS,NEUROTICISM,OPENNESS,tokens,tokens_fdist,normalized,tokens_stemmed
22,pacar gue rajin curhat tentang hariharinya dan gue suka banget dengerin ceritanya cinta itu juga tentang saling mengerti kan,sayang bangett sama miloo... kucing cantikk akuuu!,"udah apply kantor a, dan b buat magang nanti. kira-kira apply di mana lagi ya buat antisipasi","fisik, mental, dan hidup gue berantakan. gak ada yang teratur, berserakan dan kacau semuanya","nyudutin siapapun capresnya mah sah aja, asal punya argumentasi. kalo nyudutin pendukungnnya baru salah, karena gaakan produktif.","['pacar', 'gue', 'rajin', 'curhat', 'tentang', 'hariharinya', 'dan', 'gue', 'suka', 'banget', 'dengerin', 'ceritanya', 'cinta', 'itu', 'juga', 'tentang', 'saling', 'mengerti', 'kan']","['pacar', 'gue', 'rajin', 'curhat', 'hariharinya', 'gue', 'suka', 'banget', 'dengerin', 'ceritanya', 'cinta', 'mengerti']","['pacar', 'saya', 'rajin', 'curhat', 'tentang', 'hariharinya', 'dan', 'saya', 'suka', 'banget', 'dengerin', 'ceritanya', 'cinta', 'itu', 'juga', 'tentang', 'saling', 'mengerti', 'kan']","['pacar', 'saya', 'rajin', 'curhat', 'tentang', 'hariharinya', 'dan', 'saya', 'suka', 'banget', 'dengerin', 'cerita', 'cinta', 'itu', 'juga', 'tentang', 'saling', 'erti', 'kan']"
23,gue dan pacar lagi planning rencana masa depan mimpimimpi besar yang bakal kita raih bersama,"motor aku tadi tiba-tiba mati, untung aja ada mas-mas yang nolong. makasih yaa mas baik :)","jadwal kelas hari ini padet banget ditambah tanggungjawab lain kayak kerja partime, demi masa depan cerah aku akan semangat menjalani hari","maaf baperan, ngerasa gak ada yang menganggap soalnya","setuju banget,maka dari itu harus tetap bersatu dalam keberagaman budaya yang kita punyai","['gue', 'dan', 'pacar', 'lagi', 'planning', 'rencana', 'masa', 'depan', 'mimpimimpi', 'besar', 'yang', 'bakal', 'kita', 'raih', 'bersama']","['gue', 'pacar', 'planning', 'rencana', 'mimpimimpi', 'raih']","['saya', 'dan', 'pacar', 'lagi', 'planning', 'rencana', 'masa', 'depan', 'mimpimimpi', 'besar', 'yang', 'bakal', 'kita', 'raih', 'bersama']","['saya', 'dan', 'pacar', 'lagi', 'planning', 'rencana', 'masa', 'depan', 'mimpimimpi', 'besar', 'yang', 'bakal', 'kita', 'raih', 'sama']"
24,gue suka banget jalanjalan ramerame sama pacar dan tementemen semua jadi lebih seru,"temen ku tiap 3 bulan sekali pasti donor darah, keren banget ga sih...","orang-orang yang main tiap hari padahal tugasnya belum selesai tuh kok bisa ya, aku mau main pas tugas masih ada tuh rasanya gak bisa",di telpon secara mendadak tuh bikin panik dan bikin kesel sumpah,"habis nonton anime dan penasaran sama kehidupan elf, kira-kira kalau sekarang masih ada elf gimana ya?","['gue', 'suka', 'banget', 'jalanjalan', 'ramerame', 'sama', 'pacar', 'dan', 'tementemen', 'semua', 'jadi', 'lebih', 'seru']","['gue', 'suka', 'banget', 'jalanjalan', 'ramerame', 'pacar', 'tementemen', 'seru']","['saya', 'suka', 'banget', 'jalanjalan', 'ramerame', 'sama', 'pacar', 'dan', 'tementemen', 'semua', 'jadi', 'lebih', 'seru']","['saya', 'suka', 'banget', 'jalanjalan', 'ramerame', 'sama', 'pacar', 'dan', 'tementemen', 'semua', 'jadi', 'lebih', 'seru']"
25,pacar gue suka banget bikin surprise romantis hari ini dia ngasih bunga dan kartu cinta bikin melting paraah dah,ternyata mengikhlas sesuatu yang kita inginkan sulit yaa :(,"lulus dari telkom, aku mau kerja ke luar negri deh biar banyak peluang yang bisa diambil",stress banget  jadi orang dikit dikit panik,seru gak sih jadi dokter forensik? kayak bisa membedah diri kita gitu kesannya,"['pacar', 'gue', 'suka', 'banget', 'bikin', 'surprise', 'romantis', 'hari', 'ini', 'dia', 'ngasih', 'bunga', 'dan', 'kartu', 'cinta', 'bikin', 'melting', 'paraah', 'dah']","['pacar', 'gue', 'suka', 'banget', 'surprise', 'romantis', 'ngasih', 'bunga', 'kartu', 'cinta', 'melting', 'paraah', 'dah']","['pacar', 'saya', 'suka', 'banget', 'bikin', 'surprise', 'romantis', 'hari', 'ini', 'dia', 'ngasih', 'bunga', 'dan', 'kartu', 'cinta', 'bikin', 'melting', 'paraah', 'dah']","['pacar', 'saya', 'suka', 'banget', 'bikin', 'surprise', 'romantis', 'hari', 'ini', 'dia', 'ngasih', 'bunga', 'dan', 'kartu', 'cinta', 'bikin', 'melting', 'paraah', 'dah']"
26,pacar gue rajin banget kasih motivasi positif setiap kali gue down dia selalu ada buat ngingetin bahwa gue bisa,"kalau kata koh ernest, memaafkan gampang tp masalah sikap kita setelahnya itu beda lagi. setuju sih wkwkwk","kalau gak kerja keras sekarang, apa yang mau dinikmati di masa tua? gue gak mau nyesel karena gak berusaha keras dari sekarang",jujur aku panik banget karena sadar minggu depan udah masuk kuliah ,"gue suka menuangkan imajinasi yang ada di pikiran gue, tapi yang namanya seni menulis sama kayak seni menggambar, ada makna tersurat dan tersirat. ","['pacar', 'gue', 'rajin', 'banget', 'kasih', 'motivasi', 'positif', 'setiap', 'kali', 'gue', 'down', 'dia', 'selalu', 'ada', 'buat', 'ngingetin', 'bahwa', 'gue', 'bisa']","['pacar', 'gue', 'rajin', 'banget', 'kasih', 'motivasi', 'positif', 'kali', 'gue', 'down', 'ngingetin', 'gue']","['pacar', 'saya', 'rajin', 'banget', 'kasih', 'motivasi', 'positif', 'setiap', 'kali', 'saya', 'down', 'dia', 'selalu', 'ada', 'buat', 'ngingetin', 'bahwa', 'saya', 'bisa']","['pacar', 'saya', 'rajin', 'banget', 'kasih', 'motivasi', 'positif', 'tiap', 'kali', 'saya', 'down', 'dia', 'selalu', 'ada', 'buat', 'ngingetin', 'bahwa', 'saya', 'bisa']"
27,gue dan pacar sering banget nonton konser bareng musik adalah satu dari banyak hal yang membuat hubungan kita semakin erat,besok-besok bawa makanan kucingg deh... biar kalau ketemu kucing di jalan bisa langsung kasih heheh,orang kok bisa ya ngeludah di tempat umum? gak mikirin adab etika apa ya tu orang,huhuhuu panik banget mau sidang skripsi besok,pandangan dunia yang luas membuat saya lebih bersedia menerima perubahan dan adaptasi.,"['gue', 'dan', 'pacar', 'sering', 'banget', 'nonton', 'konser', 'bareng', 'musik', 'adalah', 'satu', 'dari', 'banyak', 'hal', 'yang', 'membuat', 'hubungan', 'kita', 'semakin', 'erat']","['gue', 'pacar', 'banget', 'nonton', 'konser', 'bareng', 'musik', 'hubungan', 'erat']","['saya', 'dan', 'pacar', 'sering', 'banget', 'nonton', 'konser', 'bareng', 'musik', 'adalah', 'satu', 'dari', 'banyak', 'hal', 'yang', 'membuat', 'hubungan', 'kita', 'semakin', 'erat']","['saya', 'dan', 'pacar', 'sering', 'banget', 'nonton', 'konser', 'bareng', 'musik', 'adalah', 'satu', 'dari', 'banyak', 'hal', 'yang', 'buat', 'hubung', 'kita', 'makin', 'erat']"
28,hari ini gue dan pacar belanja bersama cari barang yang kita suka seru banget lihat selera belanja kita saling melengkapi,"kalau ada masalah, liat dari sisi positifnya aja ga sih. biar ga sedih-sedih banget wkwkwk","kemarin habis ngelamar kerja di 2 perusahaan yang udah gue incer dari jaman kuliah, doain semoga gue keterima ya temen-temen",saking banyaknya mau ngelakuin hobi ujung ujungnya ga ngelakuin apa apa,"ketika gue berbicara dengan orang-orang dengan latar belakang berbeda, gue selalu belajar sesuatu yang baru dan menarik","['hari', 'ini', 'gue', 'dan', 'pacar', 'belanja', 'bersama', 'cari', 'barang', 'yang', 'kita', 'suka', 'seru', 'banget', 'lihat', 'selera', 'belanja', 'kita', 'saling', 'melengkapi']","['gue', 'pacar', 'belanja', 'cari', 'barang', 'suka', 'seru', 'banget', 'lihat', 'selera', 'belanja', 'melengkapi']","['hari', 'ini', 'saya', 'dan', 'pacar', 'belanja', 'bersama', 'cari', 'barang', 'yang', 'kita', 'suka', 'seru', 'banget', 'lihat', 'selera', 'belanja', 'kita', 'saling', 'melengkapi']","['hari', 'ini', 'saya', 'dan', 'pacar', 'belanja', 'sama', 'cari', 'barang', 'yang', 'kita', 'suka', 'seru', 'banget', 'lihat', 'selera', 'belanja', 'kita', 'saling', 'lengkap']"
29,hari ini gue dan pacar pergi piknik ke pantai pelukan di bawah matahari terbenam tak ada yang lebih romantis,"jujur, senang banget lihat banyak orang peduli terhadap korban perang. semoga kebaikan kalian mendatangkan kebahagiaan bagi mereka.","kurang rajin apa aku ngambil 23 sks di semester ini, habis itu masih ikut seleksi asprak, dan apply asdos.","panik banget karena nilai belum pada keluar, pasti pada jelek-jelek deh nilaiku","setiap orang memiliki pandangan unik, dan jujur aku senang mendengarkan perspektif berbeda.","['hari', 'ini', 'gue', 'dan', 'pacar', 'pergi', 'piknik', 'ke', 'pantai', 'pelukan', 'di', 'bawah', 'matahari', 'terbenam', 'tak', 'ada', 'yang', 'lebih', 'romantis']","['gue', 'pacar', 'pergi', 'piknik', 'pantai', 'pelukan', 'matahari', 'terbenam', 'romantis']","['hari', 'ini', 'saya', 'dan', 'pacar', 'pergi', 'piknik', 'ke', 'pantai', 'pelukan', 'di', 'bawah', 'matahari', 'terbenam', 'tak', 'ada', 'yang', 'lebih', 'romantis']","['hari', 'ini', 'saya', 'dan', 'pacar', 'pergi', 'piknik', 'ke', 'pantai', 'peluk', 'di', 'bawah', 'matahari', 'benam', 'tak', 'ada', 'yang', 'lebih', 'romantis']"
30,pacar gue suka banget sama hobi gue yang agak unik hari ini kita samasama belajar dan mencoba hal baru,"guys, kita perlu banget bantuan buat posko bencana alam, nih. yuk, rame-rame bantu sesama, bikin dunia lebih damai!",seneng banget habis dipromosiin atasan karena kinerja gue yang bagus selama 1 tahun kerja di sini,"semakin ke sini aku semakin bingung, takut salah ngambil langkah lagi",saya suka menjelajahi gagasan-gagasan baru dan mencari cara untuk memperkaya pemahaman saya tentang dunia,"['pacar', 'gue', 'suka', 'banget', 'sama', 'hobi', 'gue', 'yang', 'agak', 'unik', 'hari', 'ini', 'kita', 'samasama', 'belajar', 'dan', 'mencoba', 'hal', 'baru']","['pacar', 'gue', 'suka', 'banget', 'hobi', 'gue', 'unik', 'samasama', 'belajar', 'mencoba']","['pacar', 'saya', 'suka', 'banget', 'sama', 'hobi', 'saya', 'yang', 'agak', 'unik', 'hari', 'ini', 'kita', 'samasama', 'belajar', 'dan', 'mencoba', 'hal', 'baru']","['pacar', 'saya', 'suka', 'banget', 'sama', 'hobi', 'saya', 'yang', 'agak', 'unik', 'hari', 'ini', 'kita', 'samasama', 'ajar', 'dan', 'coba', 'hal', 'baru']"
31,gue lagi belanja sepuasnya dan nemu diskon besarbesaran senang banget bisa mendapatkan barangbarang keren tanpa nguras dompet,makasih buat donatur yang udah berbaik hati ngasih beasiswa buat anak-anak kurang mampu. semoga kebaikan kalian dibalas berlipat ganda!,menurutku punya tujuan dan rencana yang matang buat masa depan itu penting sih karena kita jadi punya motivasi dan gak sembarangan ngerjain yang gak perlu,"aku aja bingung sama diriku, belum paham apa mauku","pengen deh punya temen yang mirip ensiklopedia, biar wawasanku tentang dunia tuh bertambah tiap hari","['gue', 'lagi', 'belanja', 'sepuasnya', 'dan', 'nemu', 'diskon', 'besarbesaran', 'senang', 'banget', 'bisa', 'mendapatkan', 'barangbarang', 'keren', 'tanpa', 'nguras', 'dompet']","['gue', 'belanja', 'sepuasnya', 'nemu', 'diskon', 'besarbesaran', 'senang', 'banget', 'barangbarang', 'keren', 'nguras', 'dompet']","['saya', 'lagi', 'belanja', 'sepuasnya', 'dan', 'nemu', 'diskon', 'besarbesaran', 'senang', 'banget', 'bisa', 'mendapatkan', 'barangbarang', 'keren', 'tanpa', 'nguras', 'dompet']","['saya', 'lagi', 'belanja', 'puas', 'dan', 'nemu', 'diskon', 'besarbesaran', 'senang', 'banget', 'bisa', 'dapat', 'barangbarang', 'keren', 'tanpa', 'nguras', 'dompet']"
32,seru banget ketemu tementemen di acara reunian cerita masamasa kuliah kenangan seru dan pelukan hangat,"ngertiin perbedaan itu udah kayak etika tinggi, guys. yuk, kita buat tempat yang nyaman buat semua orang.",prestasi yang udah gue raih selama 6 semester kuliah ini salah satunya adalah bisa jalanin project bareng dosen dan jadi wakil ketua himpunan di prodi sendiri,kenapa yaa akhir-akhir ini aku mudah banget tersinggung. ayo balik hidup bodo amat lagi,"menurutku dosa terbesar seorang intelektual itu bukan ketika salah, tapi ketika berbohong.","['seru', 'banget', 'ketemu', 'tementemen', 'di', 'acara', 'reunian', 'cerita', 'masamasa', 'kuliah', 'kenangan', 'seru', 'dan', 'pelukan', 'hangat']","['seru', 'banget', 'ketemu', 'tementemen', 'acara', 'reunian', 'cerita', 'masamasa', 'kuliah', 'kenangan', 'seru', 'pelukan', 'hangat']","['seru', 'banget', 'ketemu', 'tementemen', 'di', 'acara', 'reunian', 'cerita', 'masamasa', 'kuliah', 'kenangan', 'seru', 'dan', 'pelukan', 'hangat']","['seru', 'banget', 'ketemu', 'tementemen', 'di', 'acara', 'reuni', 'cerita', 'masamasa', 'kuliah', 'kenang', 'seru', 'dan', 'peluk', 'hangat']"
33,ulangtahun ayah hari ini pesta kecilkecilan di rumah dan beli hadiah keren buat beliau semua rame banget,"hari ini aku ngasih bantuan buat anak-anak yatim. seneng banget rasanya bisa berbagi kebahagiaan. yuk, coba juga, pasti adem hati!",kalau kita gagal 1000x harusnya kita bisa bangkit sebanyak 1001x,gue frustrasi banget pengen jedotin kepala ke tembok,"lagi bosen sama rutinitas, enaknya ngapain ya??? kuliah lagi apa ya? atau ngapain gitu yaaa? ganti profesi gitu gimana ya?","['ulangtahun', 'ayah', 'hari', 'ini', 'pesta', 'kecilkecilan', 'di', 'rumah', 'dan', 'beli', 'hadiah', 'keren', 'buat', 'beliau', 'semua', 'rame', 'banget']","['ulangtahun', 'ayah', 'pesta', 'kecilkecilan', 'rumah', 'beli', 'hadiah', 'keren', 'beliau', 'rame', 'banget']","['ulangtahun', 'ayah', 'hari', 'ini', 'pesta', 'kecilkecilan', 'di', 'rumah', 'dan', 'beli', 'hadiah', 'keren', 'buat', 'beliau', 'semua', 'rame', 'banget']","['ulangtahun', 'ayah', 'hari', 'ini', 'pesta', 'kecilkecilan', 'di', 'rumah', 'dan', 'beli', 'hadiah', 'keren', 'buat', 'beliau', 'semua', 'rame', 'banget']"
34,hari ini saya senang banget karena berhasil menyelesaikan proyek hobi favorit karya sendiri selalu bikin bangga,"berkonflik gak akan pernah selesai kalo kita terus rebutan. lebih baik saling mengalah dan mencari solusi bersama. damai itu indah, guys!",semua to do list yang gue buat di 2023 kemarin terlaksana dengan baik dan gue sangat puas dengan hasilnya,"sudah difase paling parah, tinggal kapan menyerah saja","salah satu alasan muter ulang terus menerus ice spice karena liriknya yang jenius, bikin penasaran!!","['hari', 'ini', 'saya', 'senang', 'banget', 'karena', 'berhasil', 'menyelesaikan', 'proyek', 'hobi', 'favorit', 'karya', 'sendiri', 'selalu', 'bikin', 'bangga']","['senang', 'banget', 'berhasil', 'menyelesaikan', 'proyek', 'hobi', 'favorit', 'karya', 'bangga']","['hari', 'ini', 'saya', 'senang', 'banget', 'karena', 'berhasil', 'menyelesaikan', 'proyek', 'hobi', 'favorit', 'karya', 'sendiri', 'selalu', 'bikin', 'bangga']","['hari', 'ini', 'saya', 'senang', 'banget', 'karena', 'hasil', 'selesai', 'proyek', 'hobi', 'favorit', 'karya', 'sendiri', 'selalu', 'bikin', 'bangga']"
35,cerita lucu adek di rumah selalu bisa bikin suasana ceria hari ini jadi ketawa terus sampe hampir nangis,"sering ngeluh? ayo ubah pikiran kita dengan bersyukur. liat sekeliling, pasti banyak hal kecil yang bisa bikin kita senyum. 😊",aku punya komitmen di tahun ini buat gak terlalu buang waktu ke hal yang gak penting,"hari ini aku merasa desperate banget, ada beberapa hal yang buatku memang ingin menyerah.",banyak2 tes minat bakat ya biar lo tau minat lo sama kemampuan lo cocoknya dimana. takutnya lo  berakhir lo salah jurusan dan stuck gak bisa berkembang,"['cerita', 'lucu', 'adek', 'di', 'rumah', 'selalu', 'bisa', 'bikin', 'suasana', 'ceria', 'hari', 'ini', 'jadi', 'ketawa', 'terus', 'sampe', 'hampir', 'nangis']","['cerita', 'lucu', 'adek', 'rumah', 'suasana', 'ceria', 'ketawa', 'sampe', 'nangis']","['cerita', 'lucu', 'adek', 'di', 'rumah', 'selalu', 'bisa', 'bikin', 'suasana', 'ceria', 'hari', 'ini', 'jadi', 'ketawa', 'terus', 'sampe', 'hampir', 'nangis']","['cerita', 'lucu', 'adek', 'di', 'rumah', 'selalu', 'bisa', 'bikin', 'suasana', 'ceria', 'hari', 'ini', 'jadi', 'ketawa', 'terus', 'sampe', 'hampir', 'nang']"
36,gue dan temanteman lagi ngerencanain pesta besar untuk merayakan kesuksesan kami seru banget rasanya ingin cepatcepat sampai hari pesta,"jangan menilai seseorang dari penampilan fisik atau status sosialnya. kita gak tau perjuangan apa yang mereka alami. prasangka buruk mah, skip aja!",asal punya komitmen mah semua rencana yang dibuat di awal pasti bakalan tercapai kok guys,"belakangan ini emosi gak stabil banget. sering cemas berlebih dan overthinking, kebanyakan liat layar",mending belajar dulu deh baru bikin inovasi.,"['gue', 'dan', 'temanteman', 'lagi', 'ngerencanain', 'pesta', 'besar', 'untuk', 'merayakan', 'kesuksesan', 'kami', 'seru', 'banget', 'rasanya', 'ingin', 'cepatcepat', 'sampai', 'hari', 'pesta']","['gue', 'temanteman', 'ngerencanain', 'pesta', 'merayakan', 'kesuksesan', 'seru', 'banget', 'cepatcepat', 'pesta']","['saya', 'dan', 'temanteman', 'lagi', 'ngerencanain', 'pesta', 'besar', 'untuk', 'merayakan', 'kesuksesan', 'kami', 'seru', 'banget', 'rasanya', 'ingin', 'cepatcepat', 'sampai', 'hari', 'pesta']","['saya', 'dan', 'temanteman', 'lagi', 'ngerencanain', 'pesta', 'besar', 'untuk', 'raya', 'sukses', 'kami', 'seru', 'banget', 'rasa', 'ingin', 'cepatcepat', 'sampai', 'hari', 'pesta']"
37,liburan impromptu bareng temanteman traveling ke tempat baru yang nggak pernah dikunjungi sebelumnya seru banget,terima kasih banyak buat para relawan palang merah yang selalu ada di saat-saat sulit. kalian pahlawan sejati!,"lagi banyak novel yang bagus tapi aku gak boleh boros, gaboleh jadi orang yang impulsive please","hidup gue belakangan ini kacau banget, bisa-bisa masa depan gue suram",kita butuh kebebasan berpendapat dan kebebasan berdebat seperti ini.,"['liburan', 'impromptu', 'bareng', 'temanteman', 'traveling', 'ke', 'tempat', 'baru', 'yang', 'nggak', 'pernah', 'dikunjungi', 'sebelumnya', 'seru', 'banget']","['liburan', 'impromptu', 'bareng', 'temanteman', 'traveling', 'nggak', 'dikunjungi', 'seru', 'banget']","['liburan', 'impromptu', 'bareng', 'temanteman', 'traveling', 'ke', 'tempat', 'baru', 'yang', 'nggak', 'pernah', 'dikunjungi', 'sebelumnya', 'seru', 'banget']","['libur', 'impromptu', 'bareng', 'temanteman', 'traveling', 'ke', 'tempat', 'baru', 'yang', 'nggak', 'pernah', 'kunjung', 'belum', 'seru', 'banget']"
38,gue hari ini kenalan sama tetangga baru yang seru banget rencana piknik bersama sudah on the way,"donor darah itu keren, guys! gak cuma ngebantu orang, tapi juga bikin kita jadi penuh energi positif.","selagi masih ada opsi lain buat baca buku kayak minjem ke perpus, aku bakalan minjem karena hidup sekarang harus hemat huhuhu",habis liat rata-rata nilai rapor jauh bgt sama jurusan yang aku mau malah jadi pesimis takut gagal,kita butuh pemimpin yang melindungi kebebasan,"['gue', 'hari', 'ini', 'kenalan', 'sama', 'tetangga', 'baru', 'yang', 'seru', 'banget', 'rencana', 'piknik', 'bersama', 'sudah', 'on', 'the', 'way']","['gue', 'kenalan', 'tetangga', 'seru', 'banget', 'rencana', 'piknik', 'on', 'the', 'way']","['saya', 'hari', 'ini', 'kenalan', 'sama', 'tetangga', 'baru', 'yang', 'seru', 'banget', 'rencana', 'piknik', 'bersama', 'sudah', 'on', 'the', 'way']","['saya', 'hari', 'ini', 'kenal', 'sama', 'tetangga', 'baru', 'yang', 'seru', 'banget', 'rencana', 'piknik', 'sama', 'sudah', 'on', 'the', 'way']"
39,gue dan temanteman merencanakan traveling ke bali gak sabar deh nikmatin vibes sunset bali,"jujur, ya, ngeliat pengemis itu selalu bikin mikir. kita bisa bantu dengan cara kecil, seperti memberikan makanan atau minuman.",kemarin abis daftar mbkm dan ambil posisi sebagai content creator. tapi gue juga udah daftar course yang flexible sih sebagai antisipasi,"saya mau pesimis dulu, karena pesimis adalah kunci",pemilu itu soal kebebasan memilih dan menghormati pilihan orang. bukan soal dikasih tau temen dan ulama.,"['gue', 'dan', 'temanteman', 'merencanakan', 'traveling', 'ke', 'bali', 'gak', 'sabar', 'deh', 'nikmatin', 'vibes', 'sunset', 'bali']","['gue', 'temanteman', 'merencanakan', 'traveling', 'bali', 'sabar', 'deh', 'nikmatin', 'vibes', 'sunset', 'bali']","['saya', 'dan', 'temanteman', 'merencanakan', 'traveling', 'ke', 'bali', 'tidak', 'sabar', 'deh', 'nikmatin', 'vibes', 'sunset', 'bali']","['saya', 'dan', 'temanteman', 'rencana', 'traveling', 'ke', 'bal', 'tidak', 'sabar', 'deh', 'nikmatin', 'vibes', 'sunset', 'bal']"
40,hari ini gue ultah awalnya piknik di tahura bandung sampe sore eh malemnya di surprisein pake kue dan banner di depan rumah meskipun capek tapi seru banget dan jadi kenangan yang ga dilupain deh,"gak perlu deh bertengkar gara-gara pilpres. mari kita hargai perbedaan pendapat, toh kita satu negara yang harus bersatu.","abis ditawarin dua proyek sama temen, mending pilih satu apa dua duanya ya","anak-anak dikelasku pada pinter, wajar aja kalau aku gak bakal dipilih buat jadi temen sekelompok","lu kalo mau menang harus menyesuaikan selera pasar lu, bukan pasar yg menyesuaikan lu","['hari', 'ini', 'gue', 'ultah', 'awalnya', 'piknik', 'di', 'tahura', 'bandung', 'sampe', 'sore', 'eh', 'malemnya', 'di', 'surprisein', 'pake', 'kue', 'dan', 'banner', 'di', 'depan', 'rumah', 'meskipun', 'capek', 'tapi', 'seru', 'banget', 'dan', 'jadi', 'kenangan', 'yang', 'ga', 'dilupain', 'deh']","['gue', 'ultah', 'piknik', 'tahura', 'bandung', 'sampe', 'sore', 'eh', 'malemnya', 'surprisein', 'pake', 'kue', 'banner', 'rumah', 'capek', 'seru', 'banget', 'kenangan', 'dilupain', 'deh']","['hari', 'ini', 'saya', 'ultah', 'awalnya', 'piknik', 'di', 'tahura', 'bandung', 'sampe', 'sore', 'eh', 'malemnya', 'di', 'surprisein', 'pakai', 'kue', 'dan', 'banner', 'di', 'depan', 'rumah', 'meskipun', 'capek', 'tetapi', 'seru', 'banget', 'dan', 'jadi', 'kenangan', 'yang', 'tidak', 'dilupain', 'deh']","['hari', 'ini', 'saya', 'ultah', 'awal', 'piknik', 'di', 'tahura', 'bandung', 'sampe', 'sore', 'eh', 'malemnya', 'di', 'surprisein', 'pakai', 'kue', 'dan', 'banner', 'di', 'depan', 'rumah', 'meski', 'capek', 'tetapi', 'seru', 'banget', 'dan', 'jadi', 'kenang', 'yang', 'tidak', 'dilupain', 'deh']"
