,No,Text,Label,tokens,tokens_fdist,normalized,tokens_stemmed
32,33,seru banget ketemu tementemen di acara reunian cerita masamasa kuliah kenangan seru dan pelukan hangat,1,"['seru', 'banget', 'ketemu', 'tementemen', 'di', 'acara', 'reunian', 'cerita', 'masamasa', 'kuliah', 'kenangan', 'seru', 'dan', 'pelukan', 'hangat']","['seru', 'banget', 'ketemu', 'tementemen', 'acara', 'reunian', 'cerita', 'masamasa', 'kuliah', 'kenangan', 'seru', 'pelukan', 'hangat']","['seru', 'banget', 'ketemu', 'tementemen', 'di', 'acara', 'reunian', 'cerita', 'masamasa', 'kuliah', 'kenangan', 'seru', 'dan', 'pelukan', 'hangat']","['seru', 'banget', 'ketemu', 'tementemen', 'di', 'acara', 'reuni', 'cerita', 'masamasa', 'kuliah', 'kenang', 'seru', 'dan', 'peluk', 'hangat']"
33,34,ulangtahun ayah hari ini pesta kecilkecilan di rumah dan beli hadiah keren buat beliau semua rame banget,1,"['ulangtahun', 'ayah', 'hari', 'ini', 'pesta', 'kecilkecilan', 'di', 'rumah', 'dan', 'beli', 'hadiah', 'keren', 'buat', 'beliau', 'semua', 'rame', 'banget']","['ulangtahun', 'ayah', 'pesta', 'kecilkecilan', 'rumah', 'beli', 'hadiah', 'keren', 'beliau', 'rame', 'banget']","['ulangtahun', 'ayah', 'hari', 'ini', 'pesta', 'kecilkecilan', 'di', 'rumah', 'dan', 'beli', 'hadiah', 'keren', 'buat', 'beliau', 'semua', 'rame', 'banget']","['ulangtahun', 'ayah', 'hari', 'ini', 'pesta', 'kecilkecilan', 'di', 'rumah', 'dan', 'beli', 'hadiah', 'keren', 'buat', 'beliau', 'semua', 'rame', 'banget']"
34,35,hari ini saya senang banget karena berhasil menyelesaikan proyek hobi favorit karya sendiri selalu bikin bangga,1,"['hari', 'ini', 'saya', 'senang', 'banget', 'karena', 'berhasil', 'menyelesaikan', 'proyek', 'hobi', 'favorit', 'karya', 'sendiri', 'selalu', 'bikin', 'bangga']","['senang', 'banget', 'berhasil', 'menyelesaikan', 'proyek', 'hobi', 'favorit', 'karya', 'bangga']","['hari', 'ini', 'saya', 'senang', 'banget', 'karena', 'berhasil', 'menyelesaikan', 'proyek', 'hobi', 'favorit', 'karya', 'sendiri', 'selalu', 'bikin', 'bangga']","['hari', 'ini', 'saya', 'senang', 'banget', 'karena', 'hasil', 'selesai', 'proyek', 'hobi', 'favorit', 'karya', 'sendiri', 'selalu', 'bikin', 'bangga']"
35,36,cerita lucu adek di rumah selalu bisa bikin suasana ceria hari ini jadi ketawa terus sampe hampir nangis,1,"['cerita', 'lucu', 'adek', 'di', 'rumah', 'selalu', 'bisa', 'bikin', 'suasana', 'ceria', 'hari', 'ini', 'jadi', 'ketawa', 'terus', 'sampe', 'hampir', 'nangis']","['cerita', 'lucu', 'adek', 'rumah', 'suasana', 'ceria', 'ketawa', 'sampe', 'nangis']","['cerita', 'lucu', 'adek', 'di', 'rumah', 'selalu', 'bisa', 'bikin', 'suasana', 'ceria', 'hari', 'ini', 'jadi', 'ketawa', 'terus', 'sampe', 'hampir', 'nangis']","['cerita', 'lucu', 'adek', 'di', 'rumah', 'selalu', 'bisa', 'bikin', 'suasana', 'ceria', 'hari', 'ini', 'jadi', 'ketawa', 'terus', 'sampe', 'hampir', 'nang']"
36,37,gue dan temanteman lagi ngerencanain pesta besar untuk merayakan kesuksesan kami seru banget rasanya ingin cepatcepat sampai hari pesta,1,"['gue', 'dan', 'temanteman', 'lagi', 'ngerencanain', 'pesta', 'besar', 'untuk', 'merayakan', 'kesuksesan', 'kami', 'seru', 'banget', 'rasanya', 'ingin', 'cepatcepat', 'sampai', 'hari', 'pesta']","['gue', 'temanteman', 'ngerencanain', 'pesta', 'merayakan', 'kesuksesan', 'seru', 'banget', 'cepatcepat', 'pesta']","['saya', 'dan', 'temanteman', 'lagi', 'ngerencanain', 'pesta', 'besar', 'untuk', 'merayakan', 'kesuksesan', 'kami', 'seru', 'banget', 'rasanya', 'ingin', 'cepatcepat', 'sampai', 'hari', 'pesta']","['saya', 'dan', 'temanteman', 'lagi', 'ngerencanain', 'pesta', 'besar', 'untuk', 'raya', 'sukses', 'kami', 'seru', 'banget', 'rasa', 'ingin', 'cepatcepat', 'sampai', 'hari', 'pesta']"
37,38,liburan impromptu bareng temanteman traveling ke tempat baru yang nggak pernah dikunjungi sebelumnya seru banget,1,"['liburan', 'impromptu', 'bareng', 'temanteman', 'traveling', 'ke', 'tempat', 'baru', 'yang', 'nggak', 'pernah', 'dikunjungi', 'sebelumnya', 'seru', 'banget']","['liburan', 'impromptu', 'bareng', 'temanteman', 'traveling', 'nggak', 'dikunjungi', 'seru', 'banget']","['liburan', 'impromptu', 'bareng', 'temanteman', 'traveling', 'ke', 'tempat', 'baru', 'yang', 'nggak', 'pernah', 'dikunjungi', 'sebelumnya', 'seru', 'banget']","['libur', 'impromptu', 'bareng', 'temanteman', 'traveling', 'ke', 'tempat', 'baru', 'yang', 'nggak', 'pernah', 'kunjung', 'belum', 'seru', 'banget']"
38,39,gue hari ini kenalan sama tetangga baru yang seru banget rencana piknik bersama sudah on the way,1,"['gue', 'hari', 'ini', 'kenalan', 'sama', 'tetangga', 'baru', 'yang', 'seru', 'banget', 'rencana', 'piknik', 'bersama', 'sudah', 'on', 'the', 'way']","['gue', 'kenalan', 'tetangga', 'seru', 'banget', 'rencana', 'piknik', 'on', 'the', 'way']","['saya', 'hari', 'ini', 'kenalan', 'sama', 'tetangga', 'baru', 'yang', 'seru', 'banget', 'rencana', 'piknik', 'bersama', 'sudah', 'on', 'the', 'way']","['saya', 'hari', 'ini', 'kenal', 'sama', 'tetangga', 'baru', 'yang', 'seru', 'banget', 'rencana', 'piknik', 'sama', 'sudah', 'on', 'the', 'way']"
39,40,gue dan temanteman merencanakan traveling ke bali gak sabar deh nikmatin vibes sunset bali,1,"['gue', 'dan', 'temanteman', 'merencanakan', 'traveling', 'ke', 'bali', 'gak', 'sabar', 'deh', 'nikmatin', 'vibes', 'sunset', 'bali']","['gue', 'temanteman', 'merencanakan', 'traveling', 'bali', 'sabar', 'deh', 'nikmatin', 'vibes', 'sunset', 'bali']","['saya', 'dan', 'temanteman', 'merencanakan', 'traveling', 'ke', 'bali', 'tidak', 'sabar', 'deh', 'nikmatin', 'vibes', 'sunset', 'bali']","['saya', 'dan', 'temanteman', 'rencana', 'traveling', 'ke', 'bal', 'tidak', 'sabar', 'deh', 'nikmatin', 'vibes', 'sunset', 'bal']"
40,41,hari ini gue ultah awalnya piknik di tahura bandung sampe sore eh malemnya di surprisein pake kue dan banner di depan rumah meskipun capek tapi seru banget dan jadi kenangan yang ga dilupain deh,1,"['hari', 'ini', 'gue', 'ultah', 'awalnya', 'piknik', 'di', 'tahura', 'bandung', 'sampe', 'sore', 'eh', 'malemnya', 'di', 'surprisein', 'pake', 'kue', 'dan', 'banner', 'di', 'depan', 'rumah', 'meskipun', 'capek', 'tapi', 'seru', 'banget', 'dan', 'jadi', 'kenangan', 'yang', 'ga', 'dilupain', 'deh']","['gue', 'ultah', 'piknik', 'tahura', 'bandung', 'sampe', 'sore', 'eh', 'malemnya', 'surprisein', 'pake', 'kue', 'banner', 'rumah', 'capek', 'seru', 'banget', 'kenangan', 'dilupain', 'deh']","['hari', 'ini', 'saya', 'ultah', 'awalnya', 'piknik', 'di', 'tahura', 'bandung', 'sampe', 'sore', 'eh', 'malemnya', 'di', 'surprisein', 'pakai', 'kue', 'dan', 'banner', 'di', 'depan', 'rumah', 'meskipun', 'capek', 'tetapi', 'seru', 'banget', 'dan', 'jadi', 'kenangan', 'yang', 'tidak', 'dilupain', 'deh']","['hari', 'ini', 'saya', 'ultah', 'awal', 'piknik', 'di', 'tahura', 'bandung', 'sampe', 'sore', 'eh', 'malemnya', 'di', 'surprisein', 'pakai', 'kue', 'dan', 'banner', 'di', 'depan', 'rumah', 'meski', 'capek', 'tetapi', 'seru', 'banget', 'dan', 'jadi', 'kenang', 'yang', 'tidak', 'dilupain', 'deh']"
41,42,pusing tugas kuliah akhirnya ke cartil deh malemmalem sama tementemen,1,"['pusing', 'tugas', 'kuliah', 'akhirnya', 'ke', 'cartil', 'deh', 'malemmalem', 'sama', 'tementemen']","['pusing', 'tugas', 'kuliah', 'cartil', 'deh', 'malemmalem', 'tementemen']","['pusing', 'tugas', 'kuliah', 'akhirnya', 'ke', 'cartil', 'deh', 'malemmalem', 'sama', 'tementemen']","['pusing', 'tugas', 'kuliah', 'akhir', 'ke', 'cartil', 'deh', 'malemmalem', 'sama', 'tementemen']"
42,43,gak ada angin gak ada hujan tibatiba planning ke ciwidey besok ga sabar deh,1,"['gak', 'ada', 'angin', 'gak', 'ada', 'hujan', 'tibatiba', 'planning', 'ke', 'ciwidey', 'besok', 'ga', 'sabar', 'deh']","['angin', 'hujan', 'tibatiba', 'planning', 'ciwidey', 'besok', 'sabar', 'deh']","['tidak', 'ada', 'angin', 'tidak', 'ada', 'hujan', 'tibatiba', 'planning', 'ke', 'ciwidey', 'besok', 'tidak', 'sabar', 'deh']","['tidak', 'ada', 'angin', 'tidak', 'ada', 'hujan', 'tibatiba', 'planning', 'ke', 'ciwidey', 'besok', 'tidak', 'sabar', 'deh']"
43,44,hari ini seneng banget deh bisa becanda sama mas doi meskipun berkedok berantem trus kejarkejaran tapi seru banget,1,"['hari', 'ini', 'seneng', 'banget', 'deh', 'bisa', 'becanda', 'sama', 'mas', 'doi', 'meskipun', 'berkedok', 'berantem', 'trus', 'kejarkejaran', 'tapi', 'seru', 'banget']","['seneng', 'banget', 'deh', 'becanda', 'mas', 'doi', 'berkedok', 'berantem', 'trus', 'kejarkejaran', 'seru', 'banget']","['hari', 'ini', 'seneng', 'banget', 'deh', 'bisa', 'becanda', 'sama', 'mas', 'doi', 'meskipun', 'berkedok', 'berantem', 'terus', 'kejarkejaran', 'tetapi', 'seru', 'banget']","['hari', 'ini', 'neng', 'banget', 'deh', 'bisa', 'becanda', 'sama', 'mas', 'doi', 'meski', 'kedok', 'antem', 'terus', 'kejarkejaran', 'tetapi', 'seru', 'banget']"
44,45,mas doi hari ini perhatian banget deh tahu ulang tahun gue langsung dicatet dong di buku agendanya seneng banget diperhatiin,1,"['mas', 'doi', 'hari', 'ini', 'perhatian', 'banget', 'deh', 'tahu', 'ulang', 'tahun', 'gue', 'langsung', 'dicatet', 'dong', 'di', 'buku', 'agendanya', 'seneng', 'banget', 'diperhatiin']","['mas', 'doi', 'perhatian', 'banget', 'deh', 'ulang', 'gue', 'langsung', 'dicatet', 'buku', 'agendanya', 'seneng', 'banget', 'diperhatiin']","['mas', 'doi', 'hari', 'ini', 'perhatian', 'banget', 'deh', 'tahu', 'ulang', 'tahun', 'saya', 'langsung', 'dicatet', 'dong', 'di', 'buku', 'agendanya', 'seneng', 'banget', 'diperhatiin']","['mas', 'doi', 'hari', 'ini', 'perhati', 'banget', 'deh', 'tahu', 'ulang', 'tahun', 'saya', 'langsung', 'dicatet', 'dong', 'di', 'buku', 'agenda', 'neng', 'banget', 'diperhatiin']"
45,46,hari ini sangat bikin membingungkan deh lagi dimobil tadi ditembak sama gebetan lama terus gebetan baru ngechat juga pula bingung deh harus ngapain,1,"['hari', 'ini', 'sangat', 'bikin', 'membingungkan', 'deh', 'lagi', 'dimobil', 'tadi', 'ditembak', 'sama', 'gebetan', 'lama', 'terus', 'gebetan', 'baru', 'ngechat', 'juga', 'pula', 'bingung', 'deh', 'harus', 'ngapain']","['membingungkan', 'deh', 'dimobil', 'ditembak', 'gebetan', 'gebetan', 'ngechat', 'bingung', 'deh', 'ngapain']","['hari', 'ini', 'sangat', 'bikin', 'membingungkan', 'deh', 'lagi', 'dimobil', 'tadi', 'ditembak', 'sama', 'gebetan', 'lama', 'terus', 'gebetan', 'baru', 'ngechat', 'juga', 'pula', 'bingung', 'deh', 'harus', 'ngapain']","['hari', 'ini', 'sangat', 'bikin', 'bingung', 'deh', 'lagi', 'mobil', 'tadi', 'tembak', 'sama', 'gebetan', 'lama', 'terus', 'gebetan', 'baru', 'ngechat', 'juga', 'pula', 'bingung', 'deh', 'harus', 'ngapain']"
46,47,oh my god mimpi apa gue semalem bisa di gonceng mas doi di motor tapi ada sadnya sih dia curhat tentang orang yang dia suka tapinya,1,"['oh', 'my', 'god', 'mimpi', 'apa', 'gue', 'semalem', 'bisa', 'di', 'gonceng', 'mas', 'doi', 'di', 'motor', 'tapi', 'ada', 'sadnya', 'sih', 'dia', 'curhat', 'tentang', 'orang', 'yang', 'dia', 'suka', 'tapinya']","['oh', 'my', 'god', 'mimpi', 'gue', 'semalem', 'gonceng', 'mas', 'doi', 'motor', 'sadnya', 'curhat', 'orang', 'suka', 'tapinya']","['oh', 'my', 'god', 'mimpi', 'apa', 'saya', 'semalem', 'bisa', 'di', 'gonceng', 'mas', 'doi', 'di', 'motor', 'tetapi', 'ada', 'sadnya', 'sih', 'dia', 'curhat', 'tentang', 'orang', 'yang', 'dia', 'suka', 'tapinya']","['oh', 'my', 'god', 'mimpi', 'apa', 'saya', 'semalem', 'bisa', 'di', 'gonceng', 'mas', 'doi', 'di', 'motor', 'tetapi', 'ada', 'sad', 'sih', 'dia', 'curhat', 'tentang', 'orang', 'yang', 'dia', 'suka', 'tapi']"
47,48,ih seneng banget deh bisa main drama teater bareng sama mas doi mana mas doi perhatian banget lagi ah jadi makin sukaaaa,1,"['ih', 'seneng', 'banget', 'deh', 'bisa', 'main', 'drama', 'teater', 'bareng', 'sama', 'mas', 'doi', 'mana', 'mas', 'doi', 'perhatian', 'banget', 'lagi', 'ah', 'jadi', 'makin', 'sukaaaa']","['ih', 'seneng', 'banget', 'deh', 'main', 'drama', 'teater', 'bareng', 'mas', 'doi', 'mas', 'doi', 'perhatian', 'banget', 'ah', 'sukaaaa']","['ih', 'seneng', 'banget', 'deh', 'bisa', 'main', 'drama', 'teater', 'bareng', 'sama', 'mas', 'doi', 'mana', 'mas', 'doi', 'perhatian', 'banget', 'lagi', 'ah', 'jadi', 'makin', 'sukaaaa']","['ih', 'neng', 'banget', 'deh', 'bisa', 'main', 'drama', 'teater', 'bareng', 'sama', 'mas', 'doi', 'mana', 'mas', 'doi', 'perhati', 'banget', 'lagi', 'ah', 'jadi', 'makin', 'sukaaaa']"
48,49,seneng banget deh pas ulang tahun kemarin mas gebetan mau ngelakuin apa aja buat gue ya meskipun hanya dianggap temen doang ya,1,"['seneng', 'banget', 'deh', 'pas', 'ulang', 'tahun', 'kemarin', 'mas', 'gebetan', 'mau', 'ngelakuin', 'apa', 'aja', 'buat', 'gue', 'ya', 'meskipun', 'hanya', 'dianggap', 'temen', 'doang', 'ya']","['seneng', 'banget', 'deh', 'pas', 'ulang', 'kemarin', 'mas', 'gebetan', 'ngelakuin', 'gue', 'dianggap', 'temen', 'doang']","['seneng', 'banget', 'deh', 'pas', 'ulang', 'tahun', 'kemarin', 'mas', 'gebetan', 'mau', 'ngelakuin', 'apa', 'saja', 'buat', 'saya', 'ya', 'meskipun', 'hanya', 'dianggap', 'temen', 'doang', 'ya']","['neng', 'banget', 'deh', 'pas', 'ulang', 'tahun', 'kemarin', 'mas', 'gebetan', 'mau', 'ngelakuin', 'apa', 'saja', 'buat', 'saya', 'ya', 'meski', 'hanya', 'anggap', 'temen', 'doang', 'ya']"
49,50,mas doi dari kemarin sakit sekarang masuk sekolah tapi lemes kasihan deh kangen berantem sama mas doi deh cepet sembuh mas doi tersayang,1,"['mas', 'doi', 'dari', 'kemarin', 'sakit', 'sekarang', 'masuk', 'sekolah', 'tapi', 'lemes', 'kasihan', 'deh', 'kangen', 'berantem', 'sama', 'mas', 'doi', 'deh', 'cepet', 'sembuh', 'mas', 'doi', 'tersayang']","['mas', 'doi', 'kemarin', 'sakit', 'masuk', 'sekolah', 'lemes', 'kasihan', 'deh', 'kangen', 'berantem', 'mas', 'doi', 'deh', 'cepet', 'sembuh', 'mas', 'doi', 'tersayang']","['mas', 'doi', 'dari', 'kemarin', 'sakit', 'sekarang', 'masuk', 'sekolah', 'tetapi', 'lemes', 'kasihan', 'deh', 'kangen', 'berantem', 'sama', 'mas', 'doi', 'deh', 'cepet', 'sembuh', 'mas', 'doi', 'tersayang']","['mas', 'doi', 'dari', 'kemarin', 'sakit', 'sekarang', 'masuk', 'sekolah', 'tetapi', 'lemes', 'kasihan', 'deh', 'kangen', 'antem', 'sama', 'mas', 'doi', 'deh', 'cepet', 'sembuh', 'mas', 'doi', 'sayang']"
50,51,omg marketday hari ini lancar banget banyak banget yang beli jualan gue makasih guys yang udah mampir beliiiii,1,"['omg', 'marketday', 'hari', 'ini', 'lancar', 'banget', 'banyak', 'banget', 'yang', 'beli', 'jualan', 'gue', 'makasih', 'guys', 'yang', 'udah', 'mampir', 'beliiiii']","['omg', 'marketday', 'lancar', 'banget', 'banget', 'beli', 'jualan', 'gue', 'makasih', 'guys', 'udah', 'mampir', 'beliiiii']","['omg', 'marketday', 'hari', 'ini', 'lancar', 'banget', 'banyak', 'banget', 'yang', 'beli', 'jualan', 'saya', 'terima kasih', 'guys', 'yang', 'sudah', 'mampir', 'beliiiii']","['omg', 'marketday', 'hari', 'ini', 'lancar', 'banget', 'banyak', 'banget', 'yang', 'beli', 'jual', 'saya', 'terima kasih', 'guys', 'yang', 'sudah', 'mampir', 'beliiiii']"
51,52,hari ini camping sama tementemen sekolah seru banget meskipun banyak yang menjijikan dan sangat menguji adrenalin tapi kerja sama kita berhasil guys,1,"['hari', 'ini', 'camping', 'sama', 'tementemen', 'sekolah', 'seru', 'banget', 'meskipun', 'banyak', 'yang', 'menjijikan', 'dan', 'sangat', 'menguji', 'adrenalin', 'tapi', 'kerja', 'sama', 'kita', 'berhasil', 'guys']","['camping', 'tementemen', 'sekolah', 'seru', 'banget', 'menjijikan', 'menguji', 'adrenalin', 'kerja', 'berhasil', 'guys']","['hari', 'ini', 'camping', 'sama', 'tementemen', 'sekolah', 'seru', 'banget', 'meskipun', 'banyak', 'yang', 'menjijikan', 'dan', 'sangat', 'menguji', 'adrenalin', 'tetapi', 'kerja', 'sama', 'kita', 'berhasil', 'guys']","['hari', 'ini', 'camping', 'sama', 'tementemen', 'sekolah', 'seru', 'banget', 'meski', 'banyak', 'yang', 'jijik', 'dan', 'sangat', 'uji', 'adrenalin', 'tetapi', 'kerja', 'sama', 'kita', 'hasil', 'guys']"
52,53,ih panas banget ga sih hari ini padahal kemarin hujan lebat tapi sekarang panasnya bikin mendidih gws dah cuaca stay safe guys,1,"['ih', 'panas', 'banget', 'ga', 'sih', 'hari', 'ini', 'padahal', 'kemarin', 'hujan', 'lebat', 'tapi', 'sekarang', 'panasnya', 'bikin', 'mendidih', 'gws', 'dah', 'cuaca', 'stay', 'safe', 'guys']","['ih', 'panas', 'banget', 'kemarin', 'hujan', 'lebat', 'panasnya', 'mendidih', 'gws', 'dah', 'cuaca', 'stay', 'safe', 'guys']","['ih', 'panas', 'banget', 'tidak', 'sih', 'hari', 'ini', 'padahal', 'kemarin', 'hujan', 'lebat', 'tetapi', 'sekarang', 'panasnya', 'bikin', 'mendidih', 'gws', 'dah', 'cuaca', 'stay', 'safe', 'guys']","['ih', 'panas', 'banget', 'tidak', 'sih', 'hari', 'ini', 'padahal', 'kemarin', 'hujan', 'lebat', 'tetapi', 'sekarang', 'panas', 'bikin', 'didih', 'gws', 'dah', 'cuaca', 'stay', 'safe', 'guys']"
53,54,ih kalian ada yang udah nonton film wonka belum kalau udah boleh spill dong gimana feelnya pengen nonton tapi masih ragu deh takut gak suka,1,"['ih', 'kalian', 'ada', 'yang', 'udah', 'nonton', 'film', 'wonka', 'belum', 'kalau', 'udah', 'boleh', 'spill', 'dong', 'gimana', 'feelnya', 'pengen', 'nonton', 'tapi', 'masih', 'ragu', 'deh', 'takut', 'gak', 'suka']","['ih', 'udah', 'nonton', 'film', 'wonka', 'udah', 'spill', 'gimana', 'feelnya', 'pengen', 'nonton', 'ragu', 'deh', 'takut', 'suka']","['ih', 'kalian', 'ada', 'yang', 'sudah', 'nonton', 'film', 'wonka', 'belum', 'kalau', 'sudah', 'boleh', 'spill', 'dong', 'bagaimana', 'feelnya', 'pengen', 'nonton', 'tetapi', 'masih', 'ragu', 'deh', 'takut', 'tidak', 'suka']","['ih', 'kalian', 'ada', 'yang', 'sudah', 'nonton', 'film', 'wonka', 'belum', 'kalau', 'sudah', 'boleh', 'spill', 'dong', 'bagaimana', 'feelnya', 'ken', 'nonton', 'tetapi', 'masih', 'ragu', 'deh', 'takut', 'tidak', 'suka']"
54,55,hari ini doi main futsal di liga pulang sekolah berkedok yang nonton dikasih eskrim akhirnya bolos les lah gw setengah jam demi nonton doi meskipun udah sampe tempat les lari pun ku jabanin mas demi menonton kamu mas,1,"['hari', 'ini', 'doi', 'main', 'futsal', 'di', 'liga', 'pulang', 'sekolah', 'berkedok', 'yang', 'nonton', 'dikasih', 'eskrim', 'akhirnya', 'bolos', 'les', 'lah', 'gw', 'setengah', 'jam', 'demi', 'nonton', 'doi', 'meskipun', 'udah', 'sampe', 'tempat', 'les', 'lari', 'pun', 'ku', 'jabanin', 'mas', 'demi', 'menonton', 'kamu', 'mas']","['doi', 'main', 'futsal', 'liga', 'pulang', 'sekolah', 'berkedok', 'nonton', 'dikasih', 'eskrim', 'bolos', 'les', 'gw', 'jam', 'nonton', 'doi', 'udah', 'sampe', 'les', 'lari', 'ku', 'jabanin', 'mas', 'menonton', 'mas']","['hari', 'ini', 'doi', 'main', 'futsal', 'di', 'liga', 'pulang', 'sekolah', 'berkedok', 'yang', 'nonton', 'dikasih', 'eskrim', 'akhirnya', 'bolos', 'les', 'lah', 'gw', 'setengah', 'jam', 'demi', 'nonton', 'doi', 'meskipun', 'sudah', 'sampe', 'tempat', 'les', 'lari', 'pun', 'ku', 'jabanin', 'mas', 'demi', 'menonton', 'kamu', 'mas']","['hari', 'ini', 'doi', 'main', 'futsal', 'di', 'liga', 'pulang', 'sekolah', 'kedok', 'yang', 'nonton', 'kasih', 'eskrim', 'akhir', 'bolos', 'les', 'lah', 'gw', 'tengah', 'jam', 'demi', 'nonton', 'doi', 'meski', 'sudah', 'sampe', 'tempat', 'les', 'lari', 'pun', 'ku', 'jabanin', 'mas', 'demi', 'tonton', 'kamu', 'mas']"
55,56,tetap semangat ges sbmptn semakin dekat jangan lupa selalu berusaha dan berdoa,1,"['tetap', 'semangat', 'ges', 'sbmptn', 'semakin', 'dekat', 'jangan', 'lupa', 'selalu', 'berusaha', 'dan', 'berdoa']","['semangat', 'ges', 'sbmptn', 'lupa', 'berusaha', 'berdoa']","['tetap', 'semangat', 'ges', 'sbmptn', 'semakin', 'dekat', 'jangan', 'lupa', 'selalu', 'berusaha', 'dan', 'berdoa']","['tetap', 'semangat', 'ges', 'sbmptn', 'makin', 'dekat', 'jangan', 'lupa', 'selalu', 'usaha', 'dan', 'doa']"
56,57,terkejoed akuu dengan harga sushi di genki mahal bet,1,"['terkejoed', 'akuu', 'dengan', 'harga', 'sushi', 'di', 'genki', 'mahal', 'bet']","['terkejoed', 'akuu', 'harga', 'sushi', 'genki', 'mahal', 'bet']","['terkejoed', 'akuu', 'dengan', 'harga', 'sushi', 'di', 'genki', 'mahal', 'bet']","['terkejoed', 'akuu', 'dengan', 'harga', 'sushi', 'di', 'genki', 'mahal', 'bet']"
57,58,pacar gue tibatiba datang ke rumah bawa cokelat kesukaan gue unexpected surprise yang bikin hati meleleh,1,"['pacar', 'gue', 'tibatiba', 'datang', 'ke', 'rumah', 'bawa', 'cokelat', 'kesukaan', 'gue', 'unexpected', 'surprise', 'yang', 'bikin', 'hati', 'meleleh']","['pacar', 'gue', 'tibatiba', 'rumah', 'bawa', 'cokelat', 'kesukaan', 'gue', 'unexpected', 'surprise', 'hati', 'meleleh']","['pacar', 'saya', 'tibatiba', 'datang', 'ke', 'rumah', 'bawa', 'cokelat', 'kesukaan', 'saya', 'unexpected', 'surprise', 'yang', 'bikin', 'hati', 'meleleh']","['pacar', 'saya', 'tibatiba', 'datang', 'ke', 'rumah', 'bawa', 'cokelat', 'suka', 'saya', 'unexpected', 'surprise', 'yang', 'bikin', 'hati', 'leleh']"
58,59,dufan siang ini bareng temanteman adalah obat stres terbaik teriakan senang dan tawa keras semuanya bikin hari jadi cerah,1,"['dufan', 'siang', 'ini', 'bareng', 'temanteman', 'adalah', 'obat', 'stres', 'terbaik', 'teriakan', 'senang', 'dan', 'tawa', 'keras', 'semuanya', 'bikin', 'hari', 'jadi', 'cerah']","['dufan', 'siang', 'bareng', 'temanteman', 'obat', 'stres', 'terbaik', 'teriakan', 'senang', 'tawa', 'keras', 'cerah']","['dufan', 'siang', 'ini', 'bareng', 'temanteman', 'adalah', 'obat', 'stres', 'terbaik', 'teriakan', 'senang', 'dan', 'tawa', 'keras', 'semuanya', 'bikin', 'hari', 'jadi', 'cerah']","['dufan', 'siang', 'ini', 'bareng', 'temanteman', 'adalah', 'obat', 'stres', 'baik', 'ria', 'senang', 'dan', 'tawa', 'keras', 'semua', 'bikin', 'hari', 'jadi', 'cerah']"
59,60,menikmati sunset di negara asing bersama pacar adalah momen yang tak terlupakan keindahan alam dan kebersamaan membuat hati hangat,1,"['menikmati', 'sunset', 'di', 'negara', 'asing', 'bersama', 'pacar', 'adalah', 'momen', 'yang', 'tak', 'terlupakan', 'keindahan', 'alam', 'dan', 'kebersamaan', 'membuat', 'hati', 'hangat']","['menikmati', 'sunset', 'negara', 'asing', 'pacar', 'momen', 'terlupakan', 'keindahan', 'alam', 'kebersamaan', 'hati', 'hangat']","['menikmati', 'sunset', 'di', 'negara', 'asing', 'bersama', 'pacar', 'adalah', 'momen', 'yang', 'tak', 'terlupakan', 'keindahan', 'alam', 'dan', 'kebersamaan', 'membuat', 'hati', 'hangat']","['nikmat', 'sunset', 'di', 'negara', 'asing', 'sama', 'pacar', 'adalah', 'momen', 'yang', 'tak', 'lupa', 'indah', 'alam', 'dan', 'sama', 'buat', 'hati', 'hangat']"
